,Team,Game,Pts*,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds,Week,Position,Year,Target,Opponent
3,NYJ,BUF@NYJ,13.0,5.0,2,0,0,0,0,17,183,134,317,9,DST,2022,13.0,BUF
4,PHI,PHI@HOU,11.0,3.0,2,0,0,0,0,17,135,168,303,9,DST,2022,7.0,HOU
5,TB,LA@TB,11.0,4.0,0,0,0,0,0,13,138,68,206,9,DST,2022,9.0,LA
6,LAC,LAC@ATL,10.0,2.0,0,0,2,0,0,17,114,201,315,9,DST,2022,4.0,ATL
7,TEN,TEN@KC,10.0,4.0,1,0,0,0,0,20,422,77,499,9,DST,2022,15.0,KC
8,ARI,SEA@ARI,10.0,2.0,1,0,0,0,1,31,263,158,421,9,DST,2022,11.0,SEA
9,MIA,MIA@CHI,10.0,2.0,0,0,0,1,1,32,116,252,368,9,DST,2022,9.0,CHI
10,MIN,MIN@WAS,9.0,3.0,1,0,0,0,0,17,126,137,263,9,DST,2022,16.0,WAS
11,SEA,SEA@ARI,8.0,5.0,0,0,1,0,0,21,140,122,262,9,DST,2022,5.0,ARI
12,WAS,MIN@WAS,8.0,2.0,1,0,0,0,0,20,245,56,301,9,DST,2022,16.0,MIN
13,JAX,LV@JAX,8.0,2.0,0,0,1,0,0,20,248,73,321,9,DST,2022,7.0,LV
14,ATL,LAC@ATL,8.0,0.0,1,0,1,0,0,20,245,91,336,9,DST,2022,2.0,LAC
15,BUF,BUF@NYJ,8.0,2.0,0,0,1,0,0,20,136,174,310,9,DST,2022,8.0,NYJ
16,KC,TEN@KC,7.0,3.0,0,0,0,0,0,17,57,172,229,9,DST,2022,9.0,TEN
17,CIN,CAR@CIN,7.0,0.0,2,0,1,0,0,21,164,64,228,9,DST,2022,2.0,CAR
18,IND,IND@NE,7.0,4.0,0,0,1,0,0,26,133,70,203,9,DST,2022,6.0,NE
19,LA,LA@TB,7.0,1.0,0,0,0,1,0,16,272,51,323,9,DST,2022,3.0,TB
20,HOU,PHI@HOU,6.0,4.0,0,0,1,0,0,29,217,143,360,9,DST,2022,4.0,PHI
21,GB,GB@DET,6.0,0.0,1,0,0,0,0,15,137,117,254,9,DST,2022,6.0,DET
22,NO,BAL@NO,4.0,3.0,0,0,0,0,0,27,131,188,319,9,DST,2022,10.0,BAL
23,LV,LV@JAX,3.0,0.0,0,0,1,0,0,27,235,168,403,9,DST,2022,4.0,JAX
24,CAR,CAR@CIN,2.0,2.0,0,0,0,0,0,42,223,241,464,9,DST,2022,13.0,CIN
25,CHI,MIA@CHI,0.0,0.0,0,0,0,0,0,35,302,77,379,9,DST,2022,2.0,MIA
0,MIN,MIN@BUF,16.0,2.0,2,0,2,0,1,30,311,175,486,10,DST,2022,0.0,BUF
1,WAS,WAS@PHI,16.0,1.0,1,0,3,0,1,21,170,94,264,10,DST,2022,22.0,PHI
2,TEN,DEN@TEN,15.0,6.0,1,0,0,0,0,10,248,65,313,10,DST,2022,7.0,DEN
3,PIT,NO@PIT,13.0,2.0,2,0,0,0,0,10,157,29,186,10,DST,2022,6.0,NO
4,CAR,ATL@CAR,13.0,5.0,1,0,0,1,0,15,153,138,291,10,DST,2022,12.0,ATL
5,NYG,HOU@NYG,12.0,4.0,1,0,1,0,0,16,286,101,387,10,DST,2022,0.0,HOU
6,ARI,ARI@LA,11.0,3.0,1,0,1,0,0,17,190,66,256,10,DST,2022,0.0,LA
7,DET,DET@CHI,11.0,3.0,1,0,0,0,1,30,150,258,408,10,DST,2022,14.0,CHI
8,NO,NO@PIT,10.0,6.0,0,0,0,0,0,20,162,217,379,10,DST,2022,8.0,PIT
9,TB,SEA@TB,9.0,3.0,0,0,1,0,0,16,244,39,283,10,DST,2022,7.0,SEA
10,MIA,CLE@MIA,9.0,3.0,0,0,1,0,0,17,185,112,297,10,DST,2022,21.0,CLE
11,KC,JAX@KC,9.0,5.0,0,0,0,0,0,17,240,75,315,10,DST,2022,10.0,JAX
12,SF,LAC@SF,9.0,3.0,1,0,0,0,0,16,187,51,238,10,DST,2022,14.0,LAC
13,BUF,MIN@BUF,8.0,4.0,2,0,0,0,0,33,334,147,481,10,DST,2022,6.0,MIN
14,JAX,JAX@KC,7.0,0.0,1,0,2,0,0,27,331,155,486,10,DST,2022,6.0,KC
15,DEN,DEN@TEN,7.0,1.0,0,0,1,0,0,17,244,63,307,10,DST,2022,2.0,TEN
16,PHI,WAS@PHI,7.0,3.0,1,0,1,0,0,32,178,152,330,10,DST,2022,10.0,WAS
17,IND,IND@LV,6.0,2.0,0,0,0,0,0,20,232,77,309,10,DST,2022,11.0,LV
18,DAL,DAL@GB,6.0,2.0,0,0,2,0,0,31,208,207,415,10,DST,2022,19.0,GB
19,GB,DAL@GB,6.0,2.0,2,0,0,0,0,28,262,159,421,10,DST,2022,6.0,DAL
20,SEA,SEA@TB,5.0,0.0,2,0,0,0,0,21,258,161,419,10,DST,2022,5.0,TB
21,LAC,LAC@SF,4.0,1.0,0,0,1,0,0,22,230,157,387,10,DST,2022,3.0,SF
22,HOU,HOU@NYG,4.0,3.0,0,0,0,0,0,24,176,191,367,10,DST,2022,1.0,NYG
23,LV,IND@LV,4.0,1.0,0,0,1,0,0,25,208,207,415,10,DST,2022,9.0,IND
24,LA,ARI@LA,3.0,2.0,0,0,0,0,0,27,220,78,298,10,DST,2022,5.0,ARI
25,ATL,ATL@CAR,2.0,1.0,0,0,0,0,0,25,101,232,333,10,DST,2022,13.0,CAR
26,CHI,DET@CHI,2.0,2.0,0,0,0,0,0,31,228,95,323,10,DST,2022,5.0,DET
27,CLE,CLE@MIA,1.0,1.0,0,0,0,0,0,39,296,195,491,10,DST,2022,2.0,MIA
0,WAS,WAS@HOU,22.0,5.0,2,0,0,0,1,10,127,21,148,11,DST,2022,10.0,HOU
1,NE,NYJ@NE,20.0,4.0,0,0,0,0,1,3,44,59,103,11,DST,2022,3.0,NYJ
2,BAL,CAR@BAL,20.0,4.0,2,0,1,0,0,3,169,36,205,11,DST,2022,6.0,CAR
3,DAL,DAL@MIN,19.0,7.0,0,0,1,0,0,3,110,73,183,11,DST,2022,7.0,MIN
4,SF,SF@ARI,14.0,3.0,2,0,0,0,0,10,247,67,314,11,DST,2022,15.0,ARI
5,DET,DET@NYG,14.0,2.0,2,0,1,1,0,18,324,89,413,11,DST,2022,5.0,NYG
6,ATL,CHI@ATL,13.0,4.0,1,0,0,0,1,24,128,160,288,11,DST,2022,6.0,CHI
7,NYJ,NYJ@NE,13.0,6.0,0,0,0,0,0,10,198,99,297,11,DST,2022,11.0,NE
8,CAR,CAR@BAL,12.0,3.0,1,0,0,0,0,13,193,115,308,11,DST,2022,14.0,BAL
9,IND,PHI@IND,11.0,3.0,0,0,2,0,0,17,173,141,314,11,DST,2022,4.0,PHI
10,KC,KC@LAC,10.0,5.0,1,0,1,0,0,27,250,115,365,11,DST,2022,14.0,LAC
11,PHI,PHI@IND,10.0,4.0,0,0,1,0,0,16,185,99,284,11,DST,2022,7.0,IND
12,LV,LV@DEN,9.0,3.0,0,0,0,1,0,16,226,94,320,11,DST,2022,7.0,DEN
13,NO,LA@NO,8.0,4.0,0,0,0,0,0,20,188,148,336,11,DST,2022,8.0,LA
14,TEN,TEN@GB,7.0,1.0,0,0,0,1,0,17,215,56,271,11,DST,2022,5.0,GB
15,PIT,CIN@PIT,6.0,2.0,2,0,0,0,0,37,346,62,408,11,DST,2022,13.0,CIN
16,BUF,CLE@BUF,6.0,1.0,0,0,1,1,0,23,316,80,396,11,DST,2022,9.0,CLE
17,GB,TEN@GB,6.0,3.0,1,0,0,0,0,27,320,88,408,11,DST,2022,4.0,TEN
18,CHI,CHI@ATL,5.0,0.0,0,0,2,0,0,27,131,149,280,11,DST,2022,1.0,ATL
19,LA,LA@NO,5.0,4.0,0,0,0,0,0,27,235,88,323,11,DST,2022,5.0,NO
20,LAC,KC@LAC,3.0,1.0,0,0,1,0,0,30,322,163,485,11,DST,2022,6.0,KC
21,DEN,LV@DEN,2.0,1.0,0,0,0,0,0,22,298,109,407,11,DST,2022,3.0,LV
22,CLE,CLE@BUF,2.0,2.0,0,0,0,0,0,31,186,171,357,11,DST,2022,7.0,BUF
23,CIN,CIN@PIT,2.0,2.0,0,0,0,0,0,30,249,102,351,11,DST,2022,5.0,PIT
24,HOU,WAS@HOU,1.0,0.0,0,0,0,0,0,23,191,153,344,11,DST,2022,7.0,WAS
25,ARI,SF@ARI,0.0,0.0,0,0,0,0,0,38,228,159,387,11,DST,2022,5.0,SF
26,NYG,DET@NYG,0.0,0.0,0,0,0,0,0,31,165,160,325,11,DST,2022,4.0,DET
27,MIN,DAL@MIN,0.0,0.0,0,0,0,0,0,40,307,151,458,11,DST,2022,10.0,DAL
0,MIA,HOU@MIA,21.0,5.0,2,0,1,0,1,15,174,36,210,12,DST,2022,6.0,HOU
1,SF,NO@SF,15.0,1.0,0,0,2,0,0,0,197,63,260,12,DST,2022,21.0,NO
2,KC,LA@KC,14.0,3.0,2,0,0,0,0,10,82,116,198,12,DST,2022,2.0,LA
3,CAR,DEN@CAR,14.0,3.0,0,0,2,0,0,10,125,121,246,12,DST,2022,8.0,DEN
4,PIT,PIT@IND,13.0,3.0,1,0,1,1,0,17,180,110,290,12,DST,2022,7.0,IND
5,NYJ,CHI@NYJ,11.0,2.0,1,0,0,0,0,10,165,127,292,12,DST,2022,3.0,CHI
6,WAS,ATL@WAS,10.0,1.0,1,0,0,0,0,13,165,167,332,12,DST,2022,10.0,ATL
7,MIN,NE@MIN,10.0,3.0,0,0,0,0,1,26,364,45,409,12,DST,2022,6.0,NE
8,BUF,BUF@DET,9.0,2.0,0,1,2,0,0,25,230,96,326,12,DST,2022,8.0,DET
9,NO,NO@SF,8.0,1.0,0,0,0,0,0,13,221,96,317,12,DST,2022,9.0,SF
10,HOU,HOU@MIA,7.0,5.0,0,0,1,0,0,30,273,66,339,12,DST,2022,8.0,MIA
11,CLE,TB@CLE,7.0,3.0,0,0,0,0,0,17,229,96,325,12,DST,2022,30.0,TB
12,TB,TB@CLE,7.0,4.0,1,0,0,0,0,23,178,189,367,12,DST,2022,6.0,CLE
13,PHI,GB@PHI,7.0,3.0,2,0,0,0,0,33,236,106,342,12,DST,2022,13.0,GB
14,LV,LV@SEA,7.0,3.0,1,0,1,0,0,34,307,65,372,12,DST,2022,11.0,SEA
15,DAL,NYG@DAL,7.0,3.0,0,0,0,0,0,20,210,90,300,12,DST,2022,23.0,NYG
16,LAC,LAC@ARI,6.0,1.0,1,0,1,0,0,24,185,181,366,12,DST,2022,13.0,ARI
17,BAL,BAL@JAX,6.0,4.0,0,0,1,0,0,28,294,38,332,12,DST,2022,9.0,JAX
18,ATL,ATL@WAS,6.0,0.0,1,0,0,0,0,19,138,176,314,12,DST,2022,4.0,WAS
19,JAX,BAL@JAX,6.0,1.0,0,0,2,0,0,27,253,162,415,12,DST,2022,2.0,BAL
20,TEN,CIN@TEN,5.0,1.0,0,0,0,0,0,20,266,108,374,12,DST,2022,2.0,CIN
21,CIN,CIN@TEN,5.0,1.0,0,0,0,0,0,16,281,63,344,12,DST,2022,5.0,TEN
22,DET,BUF@DET,5.0,3.0,1,0,0,0,0,28,237,164,401,12,DST,2022,8.0,BUF
23,LA,LA@KC,5.0,0.0,1,0,1,0,0,26,320,117,437,12,DST,2022,9.0,KC
24,ARI,LAC@ARI,5.0,4.0,0,0,0,0,0,25,246,65,311,12,DST,2022,4.0,LAC
25,SEA,LV@SEA,5.0,1.0,2,0,0,0,0,40,293,283,576,12,DST,2022,9.0,LV
26,GB,GB@PHI,4.0,2.0,0,0,1,0,0,40,137,363,500,12,DST,2022,12.0,PHI
27,NYG,NYG@DAL,4.0,0.0,2,0,0,0,0,28,261,169,430,12,DST,2022,11.0,DAL
28,IND,PIT@IND,4.0,3.0,0,0,0,0,0,24,151,172,323,12,DST,2022,5.0,PIT
29,DEN,DEN@CAR,3.0,0.0,0,0,1,0,0,23,164,185,349,12,DST,2022,15.0,CAR
30,NE,NE@MIN,3.0,1.0,1,0,0,0,0,33,301,57,358,12,DST,2022,5.0,MIN
31,CHI,CHI@NYJ,1.0,1.0,0,0,0,0,0,31,308,158,466,12,DST,2022,0.0,NYJ
0,CLE,CLE@HOU,30.0,0.0,2,0,2,0,3,14,201,82,283,13,DST,2022,5.0,HOU
1,DAL,IND@DAL,23.0,3.0,3,0,2,0,1,19,203,106,309,13,DST,2022,5.0,IND
2,SF,MIA@SF,21.0,3.0,3,0,1,0,1,17,275,33,308,13,DST,2022,13.0,MIA
3,DEN,DEN@BAL,15.0,4.0,2,0,0,0,0,10,182,103,285,13,DST,2022,8.0,BAL
4,LAC,LAC@LV,13.0,0.0,1,0,1,1,1,27,250,154,404,13,DST,2022,6.0,LV
5,PHI,TEN@PHI,13.0,6.0,0,0,0,0,0,10,122,87,209,13,DST,2022,10.0,TEN
6,GB,GB@CHI,12.0,0.0,2,0,1,1,0,19,254,155,409,13,DST,2022,14.0,CHI
7,NYG,WAS@NYG,11.0,5.0,0,0,1,0,0,20,246,165,411,13,DST,2022,6.0,WAS
8,LV,LAC@LV,11.0,5.0,0,0,1,0,0,20,314,72,386,13,DST,2022,10.0,LAC
9,WAS,WAS@NYG,10.0,4.0,0,0,1,0,0,20,182,134,316,13,DST,2022,4.0,NYG
10,NO,NO@TB,9.0,1.0,1,0,1,0,0,17,274,76,350,13,DST,2022,10.0,TB
11,LA,SEA@LA,9.0,4.0,1,0,1,0,0,27,348,90,438,13,DST,2022,8.0,SEA
12,SEA,SEA@LA,9.0,4.0,2,0,0,0,0,23,148,171,319,13,DST,2022,2.0,LA
13,BAL,DEN@BAL,9.0,2.0,0,0,0,0,0,9,184,88,272,13,DST,2022,14.0,DEN
14,DET,JAX@DET,8.0,2.0,0,0,1,0,0,14,171,95,266,13,DST,2022,9.0,JAX
15,BUF,BUF@NE,8.0,1.0,0,0,0,0,0,10,182,60,242,13,DST,2022,15.0,NE
16,HOU,CLE@HOU,8.0,1.0,1,1,1,0,0,27,130,174,304,13,DST,2022,8.0,CLE
17,PIT,PIT@ATL,7.0,1.0,1,0,0,0,0,16,160,146,306,13,DST,2022,6.0,ATL
18,MIA,MIA@SF,6.0,4.0,1,0,0,0,0,33,230,121,351,13,DST,2022,5.0,SF
19,TB,NO@TB,6.0,2.0,0,0,0,0,0,16,232,66,298,13,DST,2022,2.0,NO
20,MIN,NYJ@MIN,6.0,1.0,2,0,0,0,0,22,366,120,486,13,DST,2022,0.0,NYJ
21,CIN,KC@CIN,5.0,2.0,0,0,1,0,0,24,211,138,349,13,DST,2022,11.0,KC
22,NE,BUF@NE,5.0,2.0,0,0,1,0,0,24,223,132,355,13,DST,2022,23.0,BUF
23,IND,IND@DAL,5.0,1.0,1,0,0,1,0,54,165,220,385,13,DST,2022,27.0,DAL
24,ATL,PIT@ATL,4.0,0.0,0,0,0,0,0,19,197,154,351,13,DST,2022,5.0,PIT
25,NYJ,NYJ@MIN,3.0,2.0,0,0,0,0,0,27,159,128,287,13,DST,2022,11.0,MIN
26,TEN,TEN@PHI,2.0,2.0,0,0,0,0,0,35,386,67,453,13,DST,2022,0.0,PHI
27,KC,KC@CIN,2.0,1.0,0,0,0,0,0,27,279,152,431,13,DST,2022,16.0,CIN
28,JAX,JAX@DET,2.0,2.0,0,0,0,0,0,40,337,100,437,13,DST,2022,13.0,DET
29,CHI,GB@CHI,0.0,0.0,0,0,0,0,0,28,182,175,357,13,DST,2022,8.0,GB
0,NE,NE@ARI,23.0,6.0,1,0,1,0,1,13,210,113,323,14,DST,2022,11.0,ARI
1,KC,KC@DEN,16.0,6.0,2,0,0,0,1,28,214,106,320,14,DST,2022,4.0,DEN
2,BUF,NYJ@BUF,15.0,4.0,0,0,2,0,0,12,233,76,309,14,DST,2022,2.0,NYJ
3,BAL,BAL@PIT,14.0,2.0,3,0,0,1,0,14,264,65,329,14,DST,2022,10.0,PIT
4,SF,TB@SF,13.0,0.0,2,0,1,0,0,7,253,69,322,14,DST,2022,12.0,TB
5,JAX,JAX@TEN,13.0,4.0,1,0,3,0,0,22,227,137,364,14,DST,2022,13.0,TEN
6,NYJ,NYJ@BUF,11.0,3.0,0,1,0,1,0,20,130,102,232,14,DST,2022,4.0,BUF
7,CIN,CLE@CIN,11.0,2.0,1,0,0,0,0,10,273,71,344,14,DST,2022,10.0,CLE
8,PHI,PHI@NYG,10.0,7.0,0,0,1,0,0,22,181,123,304,14,DST,2022,12.0,NYG
9,LV,LV@LA,10.0,4.0,0,0,1,0,0,17,211,71,282,14,DST,2022,11.0,LA
10,DET,MIN@DET,9.0,4.0,0,0,2,0,0,23,394,22,416,14,DST,2022,16.0,MIN
11,DEN,KC@DEN,8.0,2.0,3,0,0,0,0,34,342,89,431,14,DST,2022,13.0,KC
12,LA,LV@LA,8.0,0.0,2,0,0,0,0,16,137,165,302,14,DST,2022,8.0,LV
13,HOU,HOU@DAL,8.0,1.0,2,0,1,0,0,27,277,127,404,14,DST,2022,6.0,DAL
14,CAR,CAR@SEA,8.0,3.0,2,0,0,0,0,24,241,46,287,14,DST,2022,2.0,SEA
15,LAC,MIA@LAC,6.0,2.0,0,0,0,0,0,17,127,92,219,14,DST,2022,10.0,MIA
16,NYG,PHI@NYG,6.0,4.0,0,0,0,1,0,48,184,253,437,14,DST,2022,20.0,PHI
17,PIT,BAL@PIT,6.0,2.0,0,0,0,0,0,16,94,215,309,14,DST,2022,8.0,BAL
18,MIA,MIA@LAC,5.0,4.0,0,0,0,0,0,23,350,82,432,14,DST,2022,4.0,LAC
19,DAL,HOU@DAL,5.0,0.0,1,0,1,0,0,23,213,114,327,14,DST,2022,7.0,HOU
20,CLE,CLE@CIN,5.0,2.0,1,0,0,0,0,23,227,136,363,14,DST,2022,19.0,CIN
21,ARI,NE@ARI,4.0,1.0,1,0,0,0,0,27,225,103,328,14,DST,2022,12.0,NE
22,TB,TB@SF,2.0,0.0,0,0,1,0,0,35,195,209,404,14,DST,2022,4.0,SF
23,SEA,CAR@SEA,2.0,2.0,0,0,0,0,0,30,105,223,328,14,DST,2022,2.0,CAR
24,TEN,JAX@TEN,0.0,0.0,0,0,0,0,0,36,368,60,428,14,DST,2022,11.0,JAX
25,MIN,MIN@DET,0.0,0.0,0,0,0,0,0,34,330,134,464,14,DST,2022,5.0,DET
0,IND,IND@MIN,27.0,7.0,2,0,1,1,2,39,426,92,518,15,DST,2022,12.0,MIN
1,NYG,NYG@WAS,20.0,3.0,0,0,2,0,1,12,228,159,387,15,DST,2022,5.0,WAS
2,CLE,BAL@CLE,19.0,3.0,1,0,1,1,0,3,126,198,324,15,DST,2022,6.0,BAL
3,DET,DET@NYJ,16.0,4.0,1,0,0,0,1,17,287,50,337,15,DST,2022,0.0,NYJ
4,GB,LA@GB,14.0,5.0,1,0,0,0,0,12,84,72,156,15,DST,2022,14.0,LA
5,JAX,DAL@JAX,13.0,3.0,2,0,0,0,1,34,243,154,397,15,DST,2022,17.0,DAL
6,DEN,ARI@DEN,13.0,3.0,3,0,0,0,0,15,167,73,240,15,DST,2022,0.0,ARI
7,PHI,PHI@CHI,12.0,6.0,0,0,1,0,0,20,91,157,248,15,DST,2022,14.0,CHI
8,ARI,ARI@DEN,12.0,7.0,1,0,1,0,0,24,156,168,324,15,DST,2022,8.0,DEN
9,SF,SF@SEA,12.0,3.0,0,0,1,0,0,13,207,70,277,15,DST,2022,10.0,SEA
10,NE,NE@LV,11.0,3.0,1,0,0,0,1,30,211,97,308,15,DST,2022,15.0,LV
11,LV,NE@LV,11.0,0.0,0,0,1,1,1,24,112,206,318,15,DST,2022,9.0,NE
12,TEN,TEN@LAC,11.0,3.0,2,0,0,0,0,17,291,74,365,15,DST,2022,7.0,LAC
13,CIN,CIN@TB,10.0,1.0,2,0,2,0,0,23,304,92,396,15,DST,2022,10.0,TB
14,NO,ATL@NO,10.0,4.0,0,0,1,0,0,18,89,231,320,15,DST,2022,11.0,ATL
15,LAC,TEN@LAC,10.0,4.0,1,0,0,0,0,14,157,127,284,15,DST,2022,23.0,TEN
16,BAL,BAL@CLE,10.0,3.0,0,0,0,0,0,13,140,143,283,15,DST,2022,11.0,CLE
17,PIT,PIT@CAR,8.0,4.0,0,0,0,0,0,16,188,21,209,15,DST,2022,16.0,CAR
18,LA,LA@GB,8.0,3.0,1,0,1,0,0,24,207,138,345,15,DST,2022,24.0,GB
19,CHI,PHI@CHI,8.0,1.0,2,0,1,0,0,25,309,112,421,15,DST,2022,7.0,PHI
20,DAL,DAL@JAX,7.0,1.0,1,0,2,0,0,40,311,192,503,15,DST,2022,8.0,JAX
21,HOU,KC@HOU,6.0,2.0,0,0,2,0,0,30,313,189,502,15,DST,2022,14.0,KC
22,ATL,ATL@NO,5.0,2.0,0,0,1,0,0,21,214,134,348,15,DST,2022,6.0,NO
23,MIN,IND@MIN,5.0,3.0,0,0,1,0,0,36,170,171,341,15,DST,2022,10.0,IND
24,TB,CIN@TB,4.0,2.0,1,0,0,0,0,34,184,53,237,15,DST,2022,11.0,CIN
25,KC,KC@HOU,4.0,1.0,0,0,1,0,0,24,125,94,219,15,DST,2022,11.0,HOU
26,WAS,NYG@WAS,4.0,0.0,0,0,0,0,0,20,160,128,288,15,DST,2022,5.0,NYG
27,NYJ,DET@NYJ,4.0,0.0,0,0,0,0,0,20,252,107,359,15,DST,2022,7.0,DET
28,MIA,MIA@BUF,4.0,2.0,0,0,1,0,0,32,296,150,446,15,DST,2022,5.0,BUF
29,SEA,SF@SEA,2.0,1.0,0,0,0,0,0,21,211,170,381,15,DST,2022,2.0,SF
30,CAR,PIT@CAR,2.0,1.0,0,0,0,0,0,24,169,156,325,15,DST,2022,5.0,PIT
31,BUF,MIA@BUF,2.0,2.0,0,0,0,0,0,29,217,188,405,15,DST,2022,13.0,MIA
0,LA,DEN@LA,24.0,6.0,4,0,0,0,1,14,219,104,323,16,DST,2022,0.0,DEN
1,LAC,LAC@IND,23.0,7.0,3,0,0,0,0,3,104,69,173,16,DST,2022,12.0,IND
2,JAX,JAX@NYJ,17.0,3.0,1,0,1,0,0,3,161,66,227,16,DST,2022,20.0,NYJ
3,PIT,LV@PIT,16.0,3.0,3,0,0,0,0,10,143,58,201,16,DST,2022,10.0,LV
4,NE,CIN@NE,15.0,2.0,2,0,1,0,1,22,369,73,442,16,DST,2022,13.0,CIN
5,HOU,HOU@TEN,14.0,4.0,2,0,1,0,0,14,88,184,272,16,DST,2022,6.0,TEN
6,GB,GB@MIA,14.0,2.0,3,0,1,0,0,20,294,82,376,16,DST,2022,26.0,MIA
7,PHI,PHI@DAL,14.0,6.0,1,0,0,0,1,40,304,115,419,16,DST,2022,13.0,DAL
8,BUF,BUF@CHI,13.0,2.0,1,0,1,0,0,13,129,80,209,16,DST,2022,20.0,CHI
9,IND,LAC@IND,12.0,4.0,1,0,1,0,0,20,213,101,314,16,DST,2022,2.0,LAC
10,BAL,ATL@BAL,11.0,2.0,0,0,1,0,0,9,212,115,327,16,DST,2022,6.0,ATL
11,TB,TB@ARI,11.0,1.0,1,0,2,0,0,16,204,121,325,16,DST,2022,9.0,ARI
12,KC,SEA@KC,11.0,2.0,1,0,0,0,0,10,200,133,333,16,DST,2022,9.0,SEA
13,NO,NO@CLE,11.0,2.0,1,0,0,0,0,10,125,124,249,16,DST,2022,21.0,CLE
14,MIN,NYG@MIN,10.0,3.0,1,0,1,1,0,24,319,126,445,16,DST,2022,3.0,NYG
15,SF,WAS@SF,10.0,2.0,1,0,1,0,0,20,270,79,349,16,DST,2022,4.0,WAS
16,CIN,CIN@NE,10.0,4.0,0,0,1,0,0,18,224,61,285,16,DST,2022,22.0,NE
17,LV,LV@PIT,9.0,0.0,1,0,0,0,0,13,244,106,350,16,DST,2022,2.0,PIT
18,DAL,PHI@DAL,8.0,0.0,2,0,2,0,0,34,355,87,442,16,DST,2022,13.0,PHI
19,ARI,TB@ARI,8.0,0.0,2,0,0,0,0,19,281,115,396,16,DST,2022,7.0,TB
20,NYJ,JAX@NYJ,7.0,1.0,0,0,1,0,0,19,218,147,365,16,DST,2022,5.0,JAX
21,TEN,HOU@TEN,7.0,1.0,1,0,0,0,0,19,215,70,285,16,DST,2022,8.0,HOU
22,CHI,BUF@CHI,7.0,1.0,2,0,1,0,0,35,172,254,426,16,DST,2022,2.0,BUF
23,CLE,NO@CLE,6.0,0.0,1,0,0,0,0,17,92,152,244,16,DST,2022,16.0,NO
24,ATL,ATL@BAL,6.0,0.0,0,0,0,1,0,17,115,184,299,16,DST,2022,8.0,BAL
25,CAR,DET@CAR,5.0,2.0,0,0,1,0,0,23,336,45,381,16,DST,2022,7.0,DET
26,WAS,WAS@SF,5.0,3.0,1,0,0,0,0,37,218,153,371,16,DST,2022,6.0,SF
27,MIA,GB@MIA,5.0,2.0,1,0,0,0,0,26,222,79,301,16,DST,2022,4.0,GB
28,NYG,NYG@MIN,5.0,4.0,0,0,0,0,0,27,270,83,353,16,DST,2022,17.0,MIN
29,SEA,SEA@KC,2.0,1.0,0,0,0,0,0,24,220,77,297,16,DST,2022,20.0,KC
30,DET,DET@CAR,0.0,0.0,0,0,0,0,0,37,250,320,570,16,DST,2022,18.0,CAR
31,DEN,DEN@LA,0.0,0.0,0,0,0,0,0,51,230,158,388,16,DST,2022,7.0,LA
0,GB,MIN@GB,26.0,2.0,3,0,1,0,2,17,244,102,346,17,DST,2022,5.0,MIN
1,NO,NO@PHI,21.0,6.0,1,0,0,0,1,10,246,67,313,17,DST,2022,13.0,PHI
2,JAX,JAX@HOU,20.0,2.0,0,0,1,0,1,3,193,84,277,17,DST,2022,18.0,HOU
3,SEA,NYJ@SEA,20.0,4.0,2,0,1,0,0,6,204,75,279,17,DST,2022,11.0,NYJ
4,DET,CHI@DET,18.0,7.0,1,0,1,0,0,10,30,200,230,17,DST,2022,10.0,CHI
5,NYG,IND@NYG,17.0,2.0,1,0,0,0,1,10,124,128,252,17,DST,2022,6.0,IND
6,CLE,CLE@WAS,16.0,3.0,3,0,0,0,0,10,124,136,260,17,DST,2022,3.0,WAS
7,PHI,NO@PHI,13.0,7.0,1,0,0,0,0,20,184,129,313,17,DST,2022,6.0,NO
8,NE,MIA@NE,13.0,2.0,2,0,0,0,1,21,247,86,333,17,DST,2022,8.0,MIA
9,DAL,DAL@TEN,13.0,2.0,1,0,1,0,0,13,220,97,317,17,DST,2022,6.0,TEN
10,LAC,LA@LAC,12.0,3.0,0,0,1,0,0,10,111,166,277,17,DST,2022,6.0,LAC
11,PIT,PIT@BAL,10.0,1.0,1,0,0,0,0,13,120,120,240,17,DST,2022,15.0,BAL
12,TB,CAR@TB,9.0,2.0,1,0,2,0,0,24,326,74,400,17,DST,2022,4.0,CAR
13,KC,DEN@KC,9.0,4.0,1,0,1,0,0,24,190,117,307,17,DST,2022,17.0,DEN
14,ATL,ARI@ATL,8.0,2.0,0,0,0,1,0,19,213,126,339,17,DST,2022,6.0,ARI
15,TEN,DAL@TEN,8.0,1.0,2,0,1,0,0,27,274,87,361,17,DST,2022,7.0,DAL
16,DEN,DEN@KC,7.0,0.0,1,0,1,1,0,27,328,46,374,17,DST,2022,5.0,KC
17,ARI,ARI@ATL,7.0,1.0,0,0,1,0,0,20,166,132,298,17,DST,2022,4.0,ATL
18,CAR,CAR@TB,7.0,3.0,0,0,1,1,0,30,411,67,478,17,DST,2022,12.0,TB
19,BAL,PIT@BAL,6.0,2.0,0,0,0,0,0,16,153,198,351,17,DST,2022,5.0,PIT
20,WAS,CLE@WAS,6.0,5.0,0,0,0,0,0,24,155,146,301,17,DST,2022,21.0,CLE
21,HOU,JAX@HOU,6.0,2.0,2,0,0,0,0,31,168,169,337,17,DST,2022,14.0,JAX
