,Player,Game,Pts*,XPA,XPM,FGA,FGM,50+,Week,Position,Year,Target
19,Ryan Succop,KC@TB,7.0,4,4,1,1,0,4,K,2022,7.0
20,Randy Bullock,TEN@IND,6.0,3,3,1,1,0,4,K,2022,3.0
21,Ka'imi Fairbairn,LAC@HOU,6.0,3,3,2,1,0,4,K,2022,11.0
22,Nick Folk,NE@GB,6.0,3,3,1,1,0,4,K,2022,17.0
23,Robbie Gould,LA@SF,6.0,3,3,2,1,0,4,K,2022,6.0
24,Eddy Pineiro,ARI@CAR,6.0,1,1,1,1,1,4,K,2022,9.0
25,Greg Zuerlein,NYJ@PIT,6.0,3,3,1,1,0,4,K,2022,8.0
26,Dominik Eberle,SEA@DET,5.0,4,2,1,1,0,4,K,2022,
27,Jake Elliott,JAX@PHI,5.0,3,2,1,1,0,4,K,2022,10.0
28,Chase McLaughlin,TEN@IND,5.0,2,2,2,1,0,4,K,2022,16.0
29,Brandon McManus,DEN@LV,5.0,3,2,1,1,0,4,K,2022,9.0
30,Joey Slye,WAS@DAL,4.0,1,1,1,1,0,4,K,2022,7.0
31,Riley Patterson,JAX@PHI,3.0,3,3,0,0,0,4,K,2022,6.0
0,Nick Folk,DET@NE,17.0,2,2,5,5,0,5,K,2022,8.0
1,Chase McLaughlin,IND@DEN,16.0,0,0,4,4,2,5,K,2022,8.0
2,Daniel Carlson,LV@KC,15.0,2,2,3,3,2,5,K,2022,10.0
3,Justin Tucker,CIN@BAL,15.0,1,1,4,4,1,5,K,2022,8.0
4,Cairo Santos,CHI@MIN,14.0,1,1,3,3,2,5,K,2022,1.0
5,Taylor Bertolet,LAC@CLE,12.0,3,3,3,3,0,5,K,2022,3.0
6,Ka'imi Fairbairn,HOU@JAX,11.0,1,1,2,2,2,5,K,2022,10.0
7,Brett Maher,DAL@LA,10.0,1,1,3,3,0,5,K,2022,5.0
8,Jason Myers,SEA@NO,10.0,3,2,2,2,1,5,K,2022,13.0
9,Graham Gano,NYG@GB,9.0,3,3,2,2,0,5,K,2022,6.0
10,Wil Lutz,SEA@NO,9.0,4,4,1,1,1,5,K,2022,14.0
11,Brandon McManus,IND@DEN,9.0,0,0,4,3,0,5,K,2022,12.0
12,Eddy Pineiro,SF@CAR,9.0,0,0,4,3,0,5,K,2022,4.0
13,Tyler Bass,PIT@BUF,8.0,5,5,2,1,0,5,K,2022,6.0
14,Mason Crosby,NYG@GB,8.0,2,2,2,2,0,5,K,2022,4.0
15,Cameron Dicker,PHI@ARI,8.0,2,2,2,2,0,5,K,2022,8.0
16,Matthew Wright,LV@KC,8.0,3,3,2,1,1,5,K,2022,8.0
17,Greg Zuerlein,MIA@NYJ,8.0,5,5,1,1,0,5,K,2022,9.0
18,Joey Slye,TEN@WAS,7.0,2,2,1,1,1,5,K,2022,6.0
19,Ryan Succop,ATL@TB,7.0,1,1,2,2,0,5,K,2022,14.0
20,Robbie Gould,SF@CAR,6.0,3,3,2,1,0,5,K,2022,2.0
21,Riley Patterson,HOU@JAX,6.0,0,0,2,2,0,5,K,2022,3.0
22,Matt Ammendola,PHI@ARI,5.0,2,2,2,1,0,5,K,2022,3.0
23,Evan McPherson,CIN@BAL,5.0,2,2,1,1,0,5,K,2022,8.0
24,Jason Sanders,MIA@NYJ,5.0,2,2,2,1,0,5,K,2022,4.0
25,Matt Gay,DAL@LA,4.0,1,1,2,1,0,5,K,2022,6.0
26,Cade York,LAC@CLE,4.0,4,4,2,0,0,5,K,2022,11.0
27,Chris Boswell,PIT@BUF,3.0,0,0,3,1,0,5,K,2022,10.0
28,Randy Bullock,TEN@WAS,3.0,3,3,0,0,0,5,K,2022,13.0
29,Greg Joseph,CHI@MIN,3.0,3,3,2,0,0,5,K,2022,4.0
30,Younghoe Koo,ATL@TB,1.0,1,1,1,0,0,5,K,2022,4.0
0,Wil Lutz,CIN@NO,14.0,2,2,4,4,0,6,K,2022,10.0
1,Ryan Succop,TB@PIT,14.0,0,0,4,4,1,6,K,2022,3.0
2,Dustin Hopkins,DEN@LAC,13.0,1,1,4,4,0,6,K,2022,10.0
3,Jason Myers,ARI@SEA,13.0,1,1,4,4,0,6,K,2022,15.0
4,Brandon McManus,DEN@LAC,12.0,1,1,3,3,1,6,K,2022,3.0
5,Cade York,NE@CLE,11.0,0,0,3,3,1,6,K,2022,8.0
6,Chris Boswell,TB@PIT,10.0,2,2,2,2,1,6,K,2022,4.0
7,Harrison Butker,BUF@KC,10.0,2,2,3,2,1,6,K,2022,6.0
8,Jake Elliott,DAL@PHI,10.0,2,2,2,2,1,6,K,2022,5.0
9,Greg Zuerlein,NYJ@GB,9.0,3,3,3,2,0,6,K,2022,10.0
10,Nick Folk,NE@CLE,8.0,5,5,2,1,0,6,K,2022,2.0
11,Chase McLaughlin,JAX@IND,8.0,2,2,2,2,0,6,K,2022,6.0
12,Evan McPherson,CIN@NO,8.0,3,3,1,1,1,6,K,2022,5.0
13,Justin Tucker,BAL@NYG,8.0,2,2,3,2,0,6,K,2022,13.0
14,Tyler Bass,BUF@KC,6.0,3,3,1,1,0,6,K,2022,9.0
15,Graham Gano,BAL@NYG,6.0,3,3,1,1,0,6,K,2022,11.0
16,Matt Gay,CAR@LA,6.0,3,3,1,1,0,6,K,2022,2.0
17,Joey Slye,WAS@CHI,6.0,0,0,3,2,0,6,K,2022,11.0
18,Brett Maher,DAL@PHI,5.0,2,2,2,1,0,6,K,2022,6.0
19,Mason Crosby,NYJ@GB,4.0,1,1,2,1,0,6,K,2022,3.0
20,Greg Joseph,MIN@MIA,4.0,2,1,1,1,0,6,K,2022,4.0
21,Younghoe Koo,SF@ATL,4.0,4,4,0,0,0,6,K,2022,5.0
22,Eddy Pineiro,CAR@LA,4.0,1,1,1,1,0,6,K,2022,3.0
23,Jason Sanders,MIN@MIA,4.0,1,1,2,1,0,6,K,2022,10.0
24,Matt Ammendola,ARI@SEA,3.0,1,0,1,1,0,6,K,2022,12.0
25,Riley Patterson,JAX@IND,3.0,3,3,0,0,0,6,K,2022,3.0
26,Robbie Gould,SF@ATL,2.0,2,2,0,0,0,6,K,2022,13.0
27,Cairo Santos,WAS@CHI,1.0,1,1,0,0,0,6,K,2022,17.0
0,Cairo Santos,CHI@NE,17.0,3,3,4,4,1,7,K,2022,5.0
1,Jason Myers,SEA@LAC,15.0,4,4,3,3,1,7,K,2022,11.0
2,Randy Bullock,IND@TEN,13.0,1,1,4,4,0,7,K,2022,5.0
3,Robbie Gould,KC@SF,13.0,2,2,3,3,1,7,K,2022,7.0
4,Justin Tucker,CLE@BAL,13.0,2,2,3,3,1,7,K,2022,9.0
5,Graham Gano,NYG@JAX,11.0,2,2,3,3,0,7,K,2022,7.0
6,Joey Slye,GB@WAS,11.0,2,2,4,3,0,7,K,2022,5.0
7,Rodrigo Blankenship,NO@ARI,10.0,3,2,2,2,1,7,K,2022,
8,Daniel Carlson,HOU@LV,10.0,5,5,1,1,1,7,K,2022,8.0
9,Ka'imi Fairbairn,HOU@LV,10.0,2,2,3,2,1,7,K,2022,4.0
10,Wil Lutz,NO@ARI,10.0,4,4,2,2,0,7,K,2022,6.0
11,Jason Sanders,PIT@MIA,10.0,1,1,3,3,0,7,K,2022,7.0
12,Greg Zuerlein,NYJ@DEN,10.0,1,1,3,3,0,7,K,2022,5.0
13,Michael Badgley,DET@DAL,8.0,0,0,2,2,1,7,K,2022,9.0
14,Cade York,CLE@BAL,8.0,2,2,3,2,0,7,K,2022,8.0
15,Harrison Butker,KC@SF,6.0,6,6,1,0,0,7,K,2022,6.0
16,Brett Maher,DET@DAL,6.0,3,3,1,1,0,7,K,2022,7.0
17,Chase McLaughlin,IND@TEN,6.0,1,1,1,1,1,7,K,2022,10.0
18,Younghoe Koo,ATL@CIN,5.0,2,2,1,1,0,7,K,2022,13.0
19,Evan McPherson,ATL@CIN,5.0,5,5,0,0,0,7,K,2022,1.0
20,Chris Boswell,PIT@MIA,4.0,1,1,1,1,0,7,K,2022,2.0
21,Taylor Bertolet,SEA@LAC,3.0,3,3,0,0,0,7,K,2022,
22,Mason Crosby,GB@WAS,3.0,3,3,0,0,0,7,K,2022,5.0
23,Brandon McManus,NYJ@DEN,3.0,1,0,2,1,0,7,K,2022,3.0
24,Riley Patterson,NYG@JAX,3.0,1,0,1,1,0,7,K,2022,5.0
25,Eddy Pineiro,TB@CAR,3.0,3,3,0,0,0,7,K,2022,8.0
26,Ryan Succop,TB@CAR,3.0,0,0,1,1,0,7,K,2022,10.0
27,Nick Folk,CHI@NE,2.0,2,2,0,0,0,7,K,2022,18.0
0,Nick Folk,NE@NYJ,18.0,1,1,5,5,1,8,K,2022,14.0
1,Younghoe Koo,CAR@ATL,13.0,4,4,3,3,0,8,K,2022,5.0
2,Jason Myers,NYG@SEA,11.0,3,3,2,2,1,8,K,2022,7.0
3,Chase McLaughlin,WAS@IND,10.0,1,1,3,3,0,8,K,2022,3.0
4,Ryan Succop,BAL@TB,10.0,1,1,3,3,0,8,K,2022,12.0
5,Michael Badgley,MIA@DET,9.0,3,3,2,2,0,8,K,2022,1.0
6,Tyler Bass,GB@BUF,9.0,3,3,2,2,0,8,K,2022,7.0
7,Justin Tucker,BAL@TB,9.0,3,3,3,2,0,8,K,2022,9.0
8,Eddy Pineiro,CAR@ATL,8.0,3,2,3,2,0,8,K,2022,3.0
9,Matt Prater,ARI@MIN,8.0,2,2,2,2,0,8,K,2022,3.0
10,Cade York,CIN@CLE,8.0,3,3,2,1,1,8,K,2022,5.0
11,Graham Gano,NYG@SEA,7.0,1,1,2,2,0,8,K,2022,6.0
12,Robbie Gould,SF@LA,7.0,4,4,1,1,0,8,K,2022,10.0
13,Brett Maher,CHI@DAL,7.0,7,7,0,0,0,8,K,2022,4.0
14,Jason Sanders,MIA@DET,7.0,4,4,1,1,0,8,K,2022,5.0
15,Nick Sciba,PIT@PHI,7.0,1,1,2,2,0,8,K,2022,
16,Wil Lutz,LV@NO,6.0,3,3,2,1,0,8,K,2022,7.0
17,Randy Bullock,TEN@HOU,5.0,2,2,2,1,0,8,K,2022,5.0
18,Mason Crosby,GB@BUF,5.0,2,2,2,1,0,8,K,2022,3.0
19,Jake Elliott,PIT@PHI,5.0,5,5,0,0,0,8,K,2022,3.0
20,Riley Patterson,DEN@JAX,5.0,2,2,1,1,0,8,K,2022,9.0
21,Cairo Santos,CHI@DAL,5.0,2,2,1,1,0,8,K,2022,6.0
22,Joey Slye,WAS@IND,5.0,2,2,1,1,0,8,K,2022,5.0
23,Greg Zuerlein,NE@NYJ,5.0,2,2,2,1,0,8,K,2022,10.0
24,Ka'imi Fairbairn,TEN@HOU,4.0,1,1,1,1,0,8,K,2022,5.0
25,Greg Joseph,ARI@MIN,4.0,5,4,1,0,0,8,K,2022,8.0
26,Brandon McManus,DEN@JAX,3.0,3,3,0,0,0,8,K,2022,4.0
27,Matt Gay,SF@LA,2.0,2,2,0,0,0,8,K,2022,7.0
28,Evan McPherson,CIN@CLE,1.0,2,1,1,0,0,8,K,2022,6.0
0,Nick Folk,IND@NE,14.0,2,2,4,4,0,9,K,2022,4.0
1,Ryan Succop,LA@TB,12.0,1,1,4,3,1,9,K,2022,3.0
2,Greg Zuerlein,BUF@NYJ,10.0,2,2,2,2,1,9,K,2022,3.0
3,Riley Patterson,LV@JAX,9.0,3,3,3,2,0,9,K,2022,5.0
4,Justin Tucker,BAL@NO,9.0,3,3,2,2,0,9,K,2022,7.0
5,Daniel Carlson,LV@JAX,8.0,2,2,2,2,0,9,K,2022,2.0
6,Cameron Dicker,LAC@ATL,8.0,2,2,2,2,0,9,K,2022,10.0
7,Greg Joseph,MIN@WAS,8.0,2,2,2,2,0,9,K,2022,9.0
8,Tyler Bass,BUF@NYJ,7.0,2,2,2,1,1,9,K,2022,12.0
9,Matt Gay,LA@TB,7.0,1,1,2,2,0,9,K,2022,5.0
10,Wil Lutz,BAL@NO,7.0,1,1,2,2,0,9,K,2022,4.0
11,Jason Myers,SEA@ARI,7.0,4,4,1,1,0,9,K,2022,6.0
12,Harrison Butker,TEN@KC,6.0,1,0,3,2,0,9,K,2022,3.0
13,Evan McPherson,CAR@CIN,6.0,6,6,1,0,0,9,K,2022,15.0
14,Cairo Santos,MIA@CHI,6.0,3,3,1,1,0,9,K,2022,6.0
15,Randy Bullock,TEN@KC,5.0,2,2,1,1,0,9,K,2022,5.0
16,Ka'imi Fairbairn,PHI@HOU,5.0,2,2,1,1,0,9,K,2022,10.0
17,Younghoe Koo,LAC@ATL,5.0,2,2,2,1,0,9,K,2022,3.0
18,Jason Sanders,MIA@CHI,5.0,5,5,1,0,0,9,K,2022,9.0
19,Joey Slye,MIN@WAS,5.0,2,2,1,1,0,9,K,2022,18.0
20,Mason Crosby,GB@DET,3.0,0,0,1,1,0,9,K,2022,7.0
21,Jake Elliott,PHI@HOU,3.0,3,3,1,0,0,9,K,2022,3.0
22,Chase McLaughlin,IND@NE,3.0,0,0,2,1,0,9,K,2022,7.0
23,Eddy Pineiro,CAR@CIN,3.0,3,3,0,0,0,9,K,2022,13.0
24,Matt Prater,SEA@ARI,3.0,3,3,0,0,0,9,K,2022,4.0
25,Michael Badgley,GB@DET,1.0,1,1,0,0,0,9,K,2022,7.0
0,Joey Slye,WAS@PHI,18.0,2,2,4,4,2,10,K,2022,11.0
1,Eddy Pineiro,ATL@CAR,13.0,2,1,4,4,0,10,K,2022,3.0
2,Tyler Bass,MIN@BUF,12.0,3,3,3,3,0,10,K,2022,21.0
3,Cameron Dicker,LAC@SF,10.0,1,1,3,3,0,10,K,2022,9.0
4,Ka'imi Fairbairn,HOU@NYG,10.0,1,1,3,3,0,10,K,2022,4.0
5,Robbie Gould,LAC@SF,10.0,2,1,3,3,0,10,K,2022,8.0
6,Greg Joseph,MIN@BUF,9.0,4,3,2,2,0,10,K,2022,3.0
7,Jason Sanders,CLE@MIA,9.0,5,3,2,2,0,10,K,2022,12.0
8,Tristan Vizcaino,ARI@LA,9.0,3,3,2,2,0,10,K,2022,
9,Matthew Wright,NO@PIT,8.0,2,2,4,2,0,10,K,2022,12.0
10,Michael Badgley,DET@CHI,7.0,4,4,1,1,0,10,K,2022,7.0
11,Mason Crosby,DAL@GB,7.0,4,4,2,1,0,10,K,2022,3.0
12,Chase McLaughlin,IND@LV,7.0,1,1,3,2,0,10,K,2022,12.0
13,Graham Gano,HOU@NYG,6.0,3,3,1,1,0,10,K,2022,0.0
14,Jason Myers,SEA@TB,6.0,1,1,1,1,1,10,K,2022,10.0
15,Cairo Santos,DET@CHI,6.0,4,3,1,1,0,10,K,2022,6.0
16,Randy Bullock,DEN@TEN,5.0,2,2,1,1,0,10,K,2022,4.0
17,Matt Gay,ARI@LA,5.0,2,2,1,1,0,10,K,2022,10.0
18,Riley Patterson,JAX@KC,5.0,2,2,3,1,0,10,K,2022,8.0
19,Cade York,CLE@MIA,5.0,2,2,1,1,0,10,K,2022,5.0
20,Wil Lutz,NO@PIT,4.0,1,1,1,1,0,10,K,2022,9.0
21,Brett Maher,DAL@GB,4.0,4,4,0,0,0,10,K,2022,22.0
22,Brandon McManus,DEN@TEN,4.0,1,1,1,1,0,10,K,2022,12.0
23,Harrison Butker,JAX@KC,3.0,4,3,0,0,0,10,K,2022,14.0
24,Jake Elliott,WAS@PHI,3.0,3,3,0,0,0,10,K,2022,5.0
25,Younghoe Koo,ATL@CAR,3.0,2,0,1,1,0,10,K,2022,11.0
26,Ryan Succop,SEA@TB,3.0,3,3,1,0,0,10,K,2022,5.0
27,Daniel Carlson,IND@LV,2.0,2,2,0,0,0,10,K,2022,14.0
0,Brett Maher,DAL@MIN,22.0,4,4,4,4,3,11,K,2022,4.0
1,Tyler Bass,CLE@BUF,21.0,1,1,6,6,1,11,K,2022,8.0
2,Evan McPherson,CIN@PIT,15.0,4,4,3,3,1,11,K,2022,8.0
3,Harrison Butker,KC@LAC,14.0,3,3,3,3,1,11,K,2022,14.0
4,Daniel Carlson,LV@DEN,14.0,1,1,4,3,2,11,K,2022,10.0
5,Chase McLaughlin,PHI@IND,12.0,1,1,4,3,1,11,K,2022,7.0
6,Brandon McManus,LV@DEN,12.0,1,1,4,3,1,11,K,2022,4.0
7,Matthew Wright,CIN@PIT,12.0,3,3,3,3,0,11,K,2022,12.0
8,Younghoe Koo,CHI@ATL,11.0,3,3,2,2,1,11,K,2022,7.0
9,Joey Slye,WAS@HOU,11.0,2,2,3,3,0,11,K,2022,7.0
10,Matt Gay,LA@NO,10.0,2,2,2,2,1,11,K,2022,4.0
11,Cameron Dicker,KC@LAC,9.0,3,3,2,2,0,11,K,2022,5.0
12,Wil Lutz,LA@NO,9.0,3,3,2,2,0,11,K,2022,0.0
13,Robbie Gould,SF@ARI,8.0,5,5,1,1,0,11,K,2022,7.0
14,Michael Badgley,DET@NYG,7.0,4,4,1,1,0,11,K,2022,7.0
15,Justin Tucker,CAR@BAL,7.0,1,1,2,2,0,11,K,2022,15.0
16,Cairo Santos,CHI@ATL,6.0,3,3,2,1,0,11,K,2022,4.0
17,Jake Elliott,PHI@IND,5.0,2,2,1,1,0,11,K,2022,12.0
18,Cade York,CLE@BUF,5.0,2,2,2,1,0,11,K,2022,7.0
19,Ka'imi Fairbairn,WAS@HOU,4.0,1,1,1,1,0,11,K,2022,3.0
20,Nick Folk,NYJ@NE,4.0,1,1,3,1,0,11,K,2022,14.0
21,Matt Prater,SF@ARI,4.0,1,1,1,1,0,11,K,2022,6.0
22,Mason Crosby,TEN@GB,3.0,1,0,1,1,0,11,K,2022,9.0
23,Greg Joseph,DAL@MIN,3.0,0,0,1,1,0,11,K,2022,9.0
24,Josh Lambo,TEN@GB,3.0,4,3,0,0,0,11,K,2022,
25,Eddy Pineiro,CAR@BAL,3.0,0,0,1,1,0,11,K,2022,11.0
26,Greg Zuerlein,NYJ@NE,3.0,0,0,1,1,0,11,K,2022,9.0
27,Graham Gano,DET@NYG,0.0,2,0,0,0,0,11,K,2022,10.0
0,Justin Tucker,BAL@JAX,15.0,1,1,5,4,1,12,K,2022,4.0
1,Harrison Butker,LA@KC,14.0,2,2,4,4,0,12,K,2022,6.0
2,Nick Folk,NE@MIN,14.0,2,2,4,4,0,12,K,2022,4.0
3,Jake Elliott,GB@PHI,12.0,5,4,2,2,1,12,K,2022,5.0
4,Jason Sanders,HOU@MIA,12.0,3,3,3,3,0,12,K,2022,5.0
5,Matthew Wright,PIT@IND,12.0,1,1,3,3,1,12,K,2022,13.0
6,Eddy Pineiro,DEN@CAR,11.0,2,2,3,3,0,12,K,2022,12.0
7,Daniel Carlson,LV@SEA,10.0,4,4,3,2,0,12,K,2022,11.0
8,Graham Gano,NYG@DAL,10.0,2,2,2,2,1,12,K,2022,8.0
9,Jason Myers,LV@SEA,10.0,4,4,2,2,0,12,K,2022,9.0
10,Caleb Shudak,CIN@TEN,10.0,1,1,4,3,0,12,K,2022,
11,Mason Crosby,GB@PHI,9.0,4,3,2,2,0,12,K,2022,8.0
12,Greg Joseph,NE@MIN,9.0,4,3,2,2,0,12,K,2022,11.0
13,Greg Zuerlein,CHI@NYJ,9.0,4,4,2,1,1,12,K,2022,18.0
14,Tyler Bass,BUF@DET,8.0,3,2,2,2,0,12,K,2022,6.0
15,Evan McPherson,CIN@TEN,8.0,2,2,2,2,0,12,K,2022,9.0
16,Riley Patterson,BAL@JAX,8.0,2,2,2,2,0,12,K,2022,6.0
17,Michael Badgley,BUF@DET,7.0,2,2,2,1,1,12,K,2022,16.0
18,Robbie Gould,NO@SF,7.0,1,1,2,2,0,12,K,2022,15.0
19,Younghoe Koo,ATL@WAS,7.0,1,1,3,2,0,12,K,2022,14.0
20,Chase McLaughlin,PIT@IND,7.0,2,2,2,1,1,12,K,2022,9.0
21,Joey Slye,ATL@WAS,7.0,2,1,2,2,0,12,K,2022,8.0
22,Cade York,TB@CLE,7.0,2,2,2,1,1,12,K,2022,9.0
23,Matt Prater,LAC@ARI,6.0,3,3,2,1,0,12,K,2022,7.0
24,Cameron Dicker,LAC@ARI,5.0,2,2,1,1,0,12,K,2022,8.0
25,Ryan Succop,TB@CLE,5.0,2,2,1,1,0,12,K,2022,5.0
26,Matt Gay,LA@KC,4.0,1,1,1,1,0,12,K,2022,13.0
27,Brett Maher,NYG@DAL,4.0,4,4,1,0,0,12,K,2022,6.0
28,Brandon McManus,DEN@CAR,4.0,1,1,2,1,0,12,K,2022,13.0
29,Cairo Santos,CHI@NYJ,4.0,1,1,1,1,0,12,K,2022,7.0
30,Ka'imi Fairbairn,HOU@MIA,3.0,0,0,1,1,0,12,K,2022,6.0
31,Wil Lutz,NO@SF,0.0,0,0,1,0,0,12,K,2022,10.0
0,Greg Zuerlein,NYJ@MIN,18.0,1,1,5,5,1,13,K,2022,4.0
1,Michael Badgley,JAX@DET,16.0,4,4,4,4,0,13,K,2022,10.0
2,Robbie Gould,MIA@SF,15.0,3,3,4,4,0,13,K,2022,5.0
3,Younghoe Koo,PIT@ATL,14.0,1,1,3,3,2,13,K,2022,4.0
4,Matt Gay,SEA@LA,13.0,2,2,3,3,1,13,K,2022,7.0
5,Brandon McManus,DEN@BAL,13.0,0,0,4,3,2,13,K,2022,4.0
6,Matthew Wright,PIT@ATL,13.0,1,1,4,4,0,13,K,2022,0.0
7,Daniel Carlson,LAC@LV,11.0,3,3,3,2,1,13,K,2022,12.0
8,Greg Joseph,NYJ@MIN,11.0,3,3,2,2,1,13,K,2022,5.0
9,Wil Lutz,NO@TB,10.0,1,1,3,3,0,13,K,2022,3.0
10,Chase McLaughlin,IND@DAL,9.0,1,1,2,2,1,13,K,2022,20.0
11,Evan McPherson,KC@CIN,9.0,3,3,2,2,0,13,K,2022,5.0
12,Jason Myers,SEA@LA,9.0,3,3,2,2,0,13,K,2022,6.0
13,Cade York,CLE@HOU,9.0,3,3,2,2,0,13,K,2022,4.0
14,Mason Crosby,GB@CHI,8.0,2,2,2,2,0,13,K,2022,6.0
15,Cameron Dicker,LAC@LV,8.0,2,2,3,2,0,13,K,2022,11.0
16,Graham Gano,WAS@NYG,8.0,2,2,3,2,0,13,K,2022,2.0
17,Joey Slye,WAS@NYG,8.0,2,2,3,2,0,13,K,2022,8.0
18,Cairo Santos,GB@CHI,7.0,2,1,3,2,0,13,K,2022,2.0
19,Tyler Bass,BUF@NE,6.0,3,3,1,1,0,13,K,2022,8.0
20,Harrison Butker,KC@CIN,6.0,3,3,2,1,0,13,K,2022,10.0
21,Ka'imi Fairbairn,CLE@HOU,6.0,0,0,2,2,0,13,K,2022,15.0
22,Brett Maher,IND@DAL,6.0,7,6,0,0,0,13,K,2022,11.0
23,Riley Patterson,JAX@DET,6.0,0,0,2,2,0,13,K,2022,12.0
24,Jake Elliott,TEN@PHI,5.0,5,5,0,0,0,13,K,2022,12.0
25,Jason Sanders,MIA@SF,5.0,2,2,1,1,0,13,K,2022,7.0
26,Ryan Succop,NO@TB,5.0,2,2,1,1,0,13,K,2022,1.0
27,Randy Bullock,TEN@PHI,4.0,1,1,1,1,0,13,K,2022,2.0
28,Nick Folk,BUF@NE,4.0,1,1,2,1,0,13,K,2022,11.0
29,Justin Tucker,DEN@BAL,4.0,1,1,1,1,0,13,K,2022,10.0
0,Ka'imi Fairbairn,HOU@DAL,15.0,2,2,3,3,2,14,K,2022,6.0
1,Daniel Carlson,LV@LA,12.0,1,1,3,3,1,14,K,2022,6.0
2,Jake Elliott,PHI@NYG,12.0,6,6,2,2,0,14,K,2022,5.0
3,Riley Patterson,JAX@TEN,12.0,3,3,3,3,0,14,K,2022,10.0
4,Eddy Pineiro,CAR@SEA,12.0,3,3,3,3,0,14,K,2022,12.0
5,Cameron Dicker,MIA@LAC,11.0,2,2,3,3,0,14,K,2022,5.0
6,Nick Folk,NE@ARI,11.0,3,3,2,2,1,14,K,2022,12.0
7,Brett Maher,HOU@DAL,11.0,3,3,2,2,1,14,K,2022,12.0
8,Michael Badgley,MIN@DET,10.0,4,4,3,2,0,14,K,2022,8.0
9,Harrison Butker,KC@DEN,10.0,4,4,2,2,0,14,K,2022,4.0
10,Justin Tucker,BAL@PIT,10.0,1,1,3,3,0,14,K,2022,5.0
11,Tyler Bass,NYJ@BUF,8.0,2,2,2,2,0,14,K,2022,6.0
12,Matt Gay,LV@LA,7.0,2,2,2,1,1,14,K,2022,8.0
13,Matt Prater,NE@ARI,7.0,1,1,3,2,0,14,K,2022,13.0
14,Jason Sanders,MIA@LAC,7.0,2,2,1,1,1,14,K,2022,11.0
15,Jason Myers,CAR@SEA,6.0,3,3,1,1,0,14,K,2022,9.0
16,Robbie Gould,TB@SF,5.0,5,5,0,0,0,14,K,2022,3.0
17,Greg Joseph,MIN@DET,5.0,2,2,1,1,0,14,K,2022,7.0
18,Evan McPherson,CLE@CIN,5.0,3,2,1,1,0,14,K,2022,8.0
19,Brandon McManus,KC@DEN,4.0,4,4,0,0,0,14,K,2022,8.0
20,Cade York,CLE@CIN,4.0,1,1,1,1,0,14,K,2022,7.0
21,Greg Zuerlein,NYJ@BUF,4.0,1,1,1,1,0,14,K,2022,5.0
22,Chris Boswell,BAL@PIT,2.0,2,2,1,0,0,14,K,2022,8.0
23,Randy Bullock,JAX@TEN,2.0,2,2,0,0,0,14,K,2022,2.0
24,Graham Gano,PHI@NYG,2.0,2,2,0,0,0,14,K,2022,12.0
25,Ryan Succop,TB@SF,1.0,1,1,1,0,0,14,K,2022,5.0
0,Chase McLaughlin,IND@MIN,20.0,3,3,5,5,1,15,K,2022,3.0
1,Matt Prater,ARI@DEN,13.0,0,0,3,3,2,15,K,2022,14.0
2,Nick Folk,NE@LV,12.0,1,1,3,3,1,15,K,2022,0.0
3,Graham Gano,NYG@WAS,12.0,2,2,2,2,2,15,K,2022,12.0
4,Brett Maher,DAL@JAX,12.0,4,4,2,2,1,15,K,2022,16.0
5,Eddy Pineiro,PIT@CAR,12.0,1,1,3,3,1,15,K,2022,13.0
6,Jason Sanders,MIA@BUF,11.0,2,2,3,3,0,15,K,2022,8.0
7,Riley Patterson,DAL@JAX,10.0,4,4,2,2,0,15,K,2022,13.0
8,Jason Myers,SF@SEA,9.0,1,1,2,2,1,15,K,2022,4.0
9,Michael Badgley,DET@NYJ,8.0,2,2,3,2,0,15,K,2022,5.0
10,Chris Boswell,PIT@CAR,8.0,3,3,1,1,1,15,K,2022,7.0
11,Matt Gay,LA@GB,8.0,1,0,2,2,1,15,K,2022,19.0
12,Brandon McManus,ARI@DEN,8.0,3,3,2,1,1,15,K,2022,8.0
13,Evan McPherson,CIN@TB,8.0,2,2,2,2,0,15,K,2022,4.0
14,Joey Slye,NYG@WAS,8.0,1,0,2,2,1,15,K,2022,2.0
15,Greg Joseph,IND@MIN,7.0,4,4,1,1,0,15,K,2022,11.0
16,Cade York,BAL@CLE,7.0,1,1,4,2,0,15,K,2022,4.0
17,Tyler Bass,MIA@BUF,6.0,3,3,1,1,0,15,K,2022,3.0
18,Daniel Carlson,NE@LV,6.0,3,3,1,1,0,15,K,2022,4.0
19,Mason Crosby,LA@GB,6.0,3,3,1,1,0,15,K,2022,14.0
20,Ka'imi Fairbairn,KC@HOU,6.0,3,3,1,1,0,15,K,2022,7.0
21,Cameron Dicker,TEN@LAC,5.0,2,2,1,1,0,15,K,2022,8.0
22,Jake Elliott,PHI@CHI,5.0,2,2,2,1,0,15,K,2022,10.0
23,Ryan Succop,CIN@TB,5.0,2,2,2,1,0,15,K,2022,13.0
24,Justin Tucker,BAL@CLE,5.0,0,0,3,1,1,15,K,2022,9.0
25,Greg Zuerlein,DET@NYJ,5.0,2,2,2,1,0,15,K,2022,3.0
26,Harrison Butker,KC@HOU,4.0,2,1,2,1,0,15,K,2022,6.0
27,Younghoe Koo,ATL@NO,4.0,1,1,1,1,0,15,K,2022,9.0
